"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","entered_mTurkID","CWVopen","questioneasy","thinkeasy","behaveopen","howact","whatwrite","CWV_1","CWV_6","CWV_10","CWV_5","harshlanguage","showdisgust","aggressivegestures","actintimidate","apologize","actnice","attencheck_1","readyupset","actcold","threats","blame","polite","showconcern","self_dominant","self_forceful","self_cold","self_warm","age","gender","race","education","comments","workerId","condition","CWV","bell_behav","warm_behav","self_bell","cat_selfbell","comprehension"
"2022-02-13 13:28:45","2022-02-13 13:31:44",0,"73.151.211.55",100,178,1,"2022-02-13 13:31:44","R_tMxMxqvRTqxDzNL","","","","",37.7353057861328,-121.440299987793,"anonymous","EN","AMHSZPFIQZKCP","I was on a team creating a new process for trade in material. I was a key member since I know the old process. We all worked together to make something that worked well for all departments.",5,4,"They all worked together to come up with the process. We had meetings and didn't just sit there an put down other ideas.",1,4,1,1,6,7,1,1,1,1,4,5,5,1,1,1,1,5,5,1,1,1,4,39,1,1,2,"","AMHSZPFIQZKCP",0,1.25,1,4.75,1.25,"med",1
"2022-02-13 13:28:44","2022-02-13 13:32:11",0,"216.30.159.114",100,206,1,"2022-02-13 13:32:11","R_9WFh97suhJvXH8t","","","","",37.1361999511719,-80.4124984741211,"anonymous","EN","A1UBMR7KI0S8DS","I was working with someone on re-arranging some displays at work. By working together and delegating tasks equally between the two of us it made the job go a lot faster and the results were aesthetically pleasing. It actually made the job seem pretty fun.",5,4,"We delegated tasks between us to play to our strengths and save time.",1,4,2,1,4,6,1,1,1,2,5,4,5,2,2,1,3,5,5,2,1,1,4,45,2,1,4,"n/a","A1UBMR7KI0S8DS",0,2.25,1.625,4.75,1.5,"med",1
"2022-02-13 13:29:11","2022-02-13 13:32:12",0,"216.186.198.161",100,180,1,"2022-02-13 13:32:12","R_1LInDbkjTu7hdLs","","","","",40.0457000732422,-83.0720977783203,"anonymous","EN","A1KIL2V6SMJBGX","I am really into a board game league and there was a tournament with a grand prize of 5000. I was playing against a few people who i was very good friends with and things got very hectic between us.",5,5,"People were bringing out there very complex strategies and playing in ways i never saw before.",5,1,4,4,3,5,2,1,1,1,4,4,5,1,1,1,1,5,4,1,1,1,1,24,2,2,4,"","A1KIL2V6SMJBGX",1,4,1.125,4.25,2,"med",1
"2022-02-13 13:29:19","2022-02-13 13:33:20",0,"69.14.123.37",100,241,1,"2022-02-13 13:33:21","R_yUVAG0zzCqiRwvT","","","","",42.5982055664062,-83.11669921875,"anonymous","EN","AMXYSR7Y0JNSR","I think, for me, the most competitive situation I have been in during the past 12 months is applying for teaching positions in my local school districts.",4,4,"People (teachers) presented portfolios or video clips of themselves teaching (versus the old-fashioned simple interview).",4,1,5,3,6,6,1,1,1,1,4,4,5,1,1,1,1,5,5,1,2,2,5,58,2,1,5,"","AMXYSR7Y0JNSR",1,3,1,4.5,1.5,"med",1
"2022-02-13 13:28:25","2022-02-13 13:33:25",0,"71.237.114.62",100,300,1,"2022-02-13 13:33:26","R_1KxR8W7csjCIMIz","","","","",39.8690032958984,-104.976699829102,"anonymous","EN","A19W7ODDBWMSVK","I was at work and we had to get all of the packages that were on the line to these big bins. This was because the line stopped working. Everyone was working together to get these packages over to the bins as soon as possible so they could be shipped out on time.",5,5,"As I stated in the previous response, people were grabbing consumer packages off the assembly line with each other. The boxes that were really heavy people would work in twos to lift and move.",1,4,3,5,5,6,2,2,2,2,3,4,5,3,2,3,2,4,4,1,2,2,4,29,1,1,4,"","A19W7ODDBWMSVK",0,3.25,2.25,3.75,1.75,"med",1
"2022-02-13 13:28:55","2022-02-13 13:34:04",0,"108.56.207.77",100,308,1,"2022-02-13 13:34:04","R_3OjYUuhhZDfpVCj","","","","",38.9815979003906,-77.0044021606445,"anonymous","EN","A1ARYQXUB85OAY","In my new-hire training class, we had to perform a group game where we answered questions given at random to anyone.  If you were the first to respond, you got points and could select the next category.  Everyone was out for themselves!",5,4,"People were responding to get called on but didn't actually have an answer.  They just wanted to make sure they were selected first.",4,1,4,5,2,6,2,2,1,2,3,5,5,1,1,1,2,5,5,4,2,1,5,32,2,1,3,"Nothing, thank you!","A1ARYQXUB85OAY",1,4.25,1.5,4.5,2,"med",1
"2022-02-13 13:29:00","2022-02-13 13:34:09",0,"104.182.97.37",100,309,1,"2022-02-13 13:34:09","R_3fV6lctYrmdVcJt","","","","",33.1909027099609,-96.6197967529297,"anonymous","EN","APLBZ1ZVP1R8O","The only thing I can really think of is a new project at work. For the most part everyone has been working together to improve it and get it working the best way possible. ",4,2,"The person in charge of the product has been incredibly responsive to questions and problems. She has remained positive despite the fact that she is constantly hounded with issues.  ",1,4,3,3,3,4,1,1,1,2,5,4,5,5,3,2,2,5,4,1,1,4,3,38,2,1,3,"","APLBZ1ZVP1R8O",0,3.75,2.125,4.5,2.25,"med",1
"2022-02-13 13:29:32","2022-02-13 13:34:14",0,"47.4.113.198",100,282,1,"2022-02-13 13:34:15","R_2PtxFPHWQbYvH8e","","","","",32.7821960449219,-97.4969024658203,"anonymous","EN","A3DW7SIAJYKS6K","I recently interviewed for a job that included a group interview. The group interview involved pairs of people solving a task/test. The groups were being time. It was intended to show how we work under pressure. It caused high anxiety. ",4,4,"We had to work in pairs to problem solve. There was mixed responses to the task. Some of the interviewees were introspective and hesitant. Others were eager and almost aggressive. Some might say they were leaders. ",4,1,3,3,5,6,3,2,2,2,4,5,5,1,3,1,2,5,4,2,2,2,5,29,2,1,4,"","A3DW7SIAJYKS6K",1,2.75,2,4.5,1.75,"med",1
"2022-02-13 13:28:52","2022-02-13 13:34:15",0,"107.15.55.61",100,322,1,"2022-02-13 13:34:16","R_2Sdm8IWM3DRu76N","","","","",35.9609985351562,-78.9291000366211,"anonymous","EN","A390QWND47KNPL","There was an event on a Discord server that involved playing a really old video game to see who can get to a set amount of score. I was involved in said event, and was doing pretty well despite swearing a bit more than average since it was a competition. It only got worse when I was later notified that I didn't win; someone else who competed won by a few points. I didn't do anything to sabotage the event; I played fairly, but I was livid due to feeling cheated out of a win cause someone was better than I am at said game in question.",5,3,"People were throwing a bit of backhanded insults when someone playing messed up in the game we were playing, pretty much.",4,1,5,4,5,6,1,2,2,3,5,4,5,1,1,1,1,4,5,3,2,1,5,25,1,2,3,"","A390QWND47KNPL",1,3.5,1.5,4.5,1.75,"med",1
"2022-02-13 13:30:21","2022-02-13 13:34:17",0,"24.247.128.114",100,235,1,"2022-02-13 13:34:17","R_ujJH0qAixVdAeid","","","","",46.4151000976562,-84.285400390625,"anonymous","EN","AR78EVSBHVFR7","When I was new at my most recent job, there was a coworker much older than me who was trying to act like she was my boss, even though we started the same week. I felt like i had to prove myself by going above and beyond, but i did also go out of my way to make her look bad by subtly mentioning when she was late or when she made mistakes.",4,4,"A coworker and myself were competing to appear the best worker to our boss and coworkers.",4,1,2,2,5,6,1,2,1,2,4,5,5,2,2,2,2,4,4,3,3,2,4,24,2,6,4,"","AR78EVSBHVFR7",1,2.25,1.75,4.25,2.5,"med",1
"2022-02-13 13:30:41","2022-02-13 13:34:29",0,"172.251.245.187",100,228,1,"2022-02-13 13:34:29","R_1ltOlACALLLWNtL","","","","",33.5173034667969,-117.120803833008,"anonymous","EN","ANUT13S1G9RWU","I think the most competitive situation I have been in was at work when a promotion was offered. Quite a few people were interested in the position and were trying to talk themselves up. I felt like I wasn't going to use the same tactics, but it was uncomfortable. ",4,4,"They just reminded management of their accomplishments and how they were better than others. ",5,1,3,5,2,6,1,1,1,2,4,4,5,2,2,2,2,5,4,3,1,1,4,41,1,1,2,"","ANUT13S1G9RWU",1,4,1.625,4.25,1.75,"med",1
"2022-02-13 13:30:36","2022-02-13 13:35:08",0,"69.206.100.79",100,271,1,"2022-02-13 13:35:08","R_31tuV5TdsrdfA3u","","","","",41.4723968505859,-74.0566024780273,"anonymous","EN","A23HLFYOV789GV","Co owning a house with a family member and deciding what maintenance roles are assigned to each user",5,5,"We both equally contributed the same dollar amount to dig a new well",1,4,6,5,7,7,1,3,1,2,4,5,5,3,1,2,2,5,4,2,1,1,5,60,2,1,4,"","A23HLFYOV789GV",0,3.25,1.875,4.5,1.25,"med",1
"2022-02-13 13:31:59","2022-02-13 13:35:08",0,"173.68.204.150",100,189,1,"2022-02-13 13:35:09","R_3CCSslQJ5M6cOP7","","","","",40.7653045654297,-73.9589004516602,"anonymous","EN","ABF5ENVB19SC4","I had to work closely with the Technology department on evaluating a new accounting system. We worked together for months and evaluated lots of vendors. ",5,4,"We met on a weekly basis and shared our thoughts. The tech department gave lots of insights from a tech perspective. ",1,4,2,2,6,7,1,2,1,1,4,4,5,1,1,1,1,5,5,2,1,1,4,34,1,1,4,"","ABF5ENVB19SC4",0,1.75,1.125,4.5,1.5,"med",1
"2022-02-13 13:31:27","2022-02-13 13:35:26",0,"69.207.21.180",100,238,1,"2022-02-13 13:35:27","R_2vYrjGLAHvttCpf","","","","",42.7713012695312,-78.6059036254883,"anonymous","EN","A1HKY2VIN9UFZN","I worked on a project to bring members of the community together. I did this so they could have a voice in how different projects could be done. ",5,5,"Came together to share ideas. Those ideas turned into group actions to get a result. ",1,4,3,3,6,6,2,2,2,2,4,4,5,2,2,1,2,4,4,2,1,1,5,34,1,1,4,"","A1HKY2VIN9UFZN",0,2.5,1.875,4,1.25,"med",1
"2022-02-13 13:31:04","2022-02-13 13:35:48",0,"162.196.176.250",100,283,1,"2022-02-13 13:35:49","R_2P6DqtVqJ23LZsy","","","","",34.2359924316406,-118.523498535156,"anonymous","EN","A3EYRDEQ7CXUMN","Last month I applied for a promotion internally at my company. I know there were at least 3 internal candidates and some external. It was tough competition as I know the internal candidates. I saw them trying to impress my manager so that they would have a good chance. It was obvious and caused some tension between us. ",5,5,"They were cold and distant from me, as they knew I had a good chance of getting the promotion. They were also sucking up to my manager which did not help. ",5,1,5,4,4,4,1,3,1,2,3,3,5,3,2,1,2,4,4,4,3,3,3,52,1,8,4,"thank you","A3EYRDEQ7CXUMN",1,4.25,1.875,3.5,3.25,"high",1
"2022-02-13 13:32:45","2022-02-13 13:36:01",0,"69.206.47.28",100,196,1,"2022-02-13 13:36:02","R_1QcNKrL0FkqTIIy","","","","",41.9698028564453,-74.0677032470703,"anonymous","EN","A2QCB96TE21YEZ","When there was a period of instability and upheaval at one my clients' businesses, it felt competitive. In-house people and consultants like myself were all trying to position themselves as ""one of the good ones"" while positioning the others as incompetent and solely responsible for the systemic things that were happening.",5,5,"Throwing other people under the bus, taking on too much responsibility in work assignments instead of collaborating.",5,1,5,5,5,6,2,2,2,2,5,4,5,3,1,1,2,5,4,4,3,2,4,37,1,1,4,"","A2QCB96TE21YEZ",1,3.75,1.875,4.5,2.75,"high",1
"2022-02-13 13:31:10","2022-02-13 13:36:13",0,"70.187.7.232",100,303,1,"2022-02-13 13:36:14","R_3ELl7NoqIvIvlfb","","","","",41.2131958007812,-96.1668014526367,"anonymous","EN","A13KVTQ97TZ1PO","I was competing in a half-Ironman triathlon.  It was not a team but an individual event.  While there is always a spirit of comradery at these events, there are still age-group awards to be had and personal bests to be achieved.",5,5,"Basically athletes try to get ahead of others.  This might include swimming, biking, or running around each other politely, but it could also include swimming OVER another person and things of this nature.",4,1,2,3,6,7,1,1,1,1,4,4,5,1,1,1,1,5,5,2,1,1,5,54,1,1,4,"","A13KVTQ97TZ1PO",1,2,1,4.5,1.25,"med",1
"2022-02-13 13:29:33","2022-02-13 13:36:34",0,"172.58.157.204",100,421,1,"2022-02-13 13:36:35","R_r3HgQydUChCCK0F","","","","",35.2315979003906,-80.8427963256836,"anonymous","EN","A1DDY2N2OYOL2V","The most cooperative situation I have encountered in the past 12 months were the floods in Germany. During the aftermath - and even during the actual occurrence - all parts of society worked to offset the drastic impact the floods had on communities and singular lives of all involved. This collaboration showed the very best in human spirit where nobody asked why they should help...instead just jumped in with both feet and supported the effort to prevent entire livelihoods from being swallowed up. I was involved in this situation for almost 5 weeks until I had to return to the U.S.   ",5,5,"Everyone bailed water, organized food, created sand sack dams to prevent water flowing back into cities. In the aftermath, the helpers were engaged in clearing out debris and cleaning homes and streets after the floods had started to recede. ",1,4,4,4,6,6,2,1,2,2,3,3,5,2,2,2,2,3,3,3,3,2,2,62,1,1,5,"","A1DDY2N2OYOL2V",0,3,1.875,3,3,"high",1
"2022-02-13 13:33:32","2022-02-13 13:36:39",0,"73.36.248.139",100,186,1,"2022-02-13 13:36:39","R_28B8GSg55kqSHq3","","","","",42.1614074707031,-87.9660034179688,"anonymous","EN","A2NDFI1UO0JNRB","My coworkers and I were talking about implementing some new procedures for our department.  We had to cooperate as to who would do what, and how it would be done.  We also went back and forth on how we could improve our original idea, ultimately to come up with an efficient and effective plan.",4,5,"We all gave our opinions and ideas and discussed them together.  We were willing to listen to others' feedback rather than simply go with our own.",2,4,5,5,5,6,1,1,2,2,3,4,5,2,1,1,1,4,4,3,2,2,4,32,1,1,4,"Thank you!","A2NDFI1UO0JNRB",0,3.75,1.375,3.75,2.25,"med",1
"2022-02-13 13:32:48","2022-02-13 13:37:28",0,"157.131.119.85",100,279,1,"2022-02-13 13:37:28","R_sL6fLtz8FYifI1r","","","","",37.7561950683594,-122.486602783203,"anonymous","EN","AUVWQ8YDHY3MX","It was with family during Christmas. During this time we all work together making dinner and it was a great experience. It always is",5,5,"Working together to have a good dinner",1,4,5,5,4,7,3,1,1,1,1,3,5,1,4,1,1,4,4,3,3,3,3,27,4,1,3,"","AUVWQ8YDHY3MX",0,3.75,1.625,3,3,"high",1
"2022-02-13 13:30:19","2022-02-13 13:37:34",0,"24.92.132.112",100,434,1,"2022-02-13 13:37:34","R_27WIexnibzEoZ9H","","","","",40.0233001708984,-83.0858993530273,"anonymous","EN","A3KZQPEKQ64ASL","A couple of friends and I removed the snow off an elderly neighbor's driveway and path to the front door. Her relatives usually did it but where not able to this year; so we offered to take care of it for her.",4,4,"Helping an elderly person with a physically demanding chore. We shoveled snow and sprinkled some salt to prevent ice.",1,4,4,5,4,4,3,1,2,2,3,3,5,2,1,1,2,3,3,4,3,2,4,33,1,1,4,"","A3KZQPEKQ64ASL",0,4.25,1.75,3,2.75,"high",1
"2022-02-13 13:33:01","2022-02-13 13:37:45",0,"73.190.162.77",100,283,1,"2022-02-13 13:37:45","R_2By4kGO2nL3FOhX","","","","",35.9875030517578,-84.1167984008789,"anonymous","EN","A3124SRR191UIL","When I was a store manager we had a visit coming up from all the directors in the area. My team and I got together, made a plan to get the store looking it's best, and each worked to get it looking good.",4,4,"They took direction well and did what they needed to do. ",1,4,2,2,7,7,1,2,1,2,4,5,5,1,2,1,2,5,5,2,2,1,5,31,2,1,4,"","A3124SRR191UIL",0,1.5,1.5,4.75,1.5,"med",1
"2022-02-13 13:31:47","2022-02-13 13:37:50",0,"65.29.154.165",100,363,1,"2022-02-13 13:37:51","R_2YsxAAEr3tykRHn","","","","",43.1475067138672,-87.9049987792969,"anonymous","EN","A2KWCQK2UEW3YB","I collaborated with a company on moving artificial ice cross country for  customer of mine.  The shipper ,  trucker and final user as well as myself co-ordinated everything very well in getting the move made in the quickest and most cost effective manner. ",5,5,"Each person had the knowledge and patience to understand the problems and limitations of the others.",1,4,2,2,5,6,1,1,1,1,4,5,5,1,1,1,1,5,5,1,1,1,4,65,1,1,3,"none","A2KWCQK2UEW3YB",0,2.25,1,4.75,1.25,"med",1
"2022-02-13 13:28:14","2022-02-13 13:37:54",0,"71.207.135.82",100,580,1,"2022-02-13 13:37:54","R_1pQ2lbG9f3ZXkdm","","","","",37.5536956787109,-77.4601974487305,"anonymous","EN","A1HI3IYQNISJOZ","I helped a friend move, which took much less time than one would normally expect due to the extraordinarily good coordination between multiple people with trucks and a reasonable division of labor of several other people based mainly on physical strength.",5,4,"essentially, it was like an assembly line; instead of one person moving a piece of furniture from its original location to its final location, it was moved in many intermediate steps by different people, with the overall, shared goal of maximum efficiency",1,4,5,3,2,7,2,1,2,2,4,5,5,3,3,2,3,5,4,2,2,2,4,50,1,1,4,"","A1HI3IYQNISJOZ",0,3.75,2.25,4.5,2,"med",1
"2022-02-13 13:32:06","2022-02-13 13:38:31",0,"67.181.104.207",100,385,1,"2022-02-13 13:38:31","R_r1nBWzsRI5wr2i5","","","","",37.9786071777344,-121.314697265625,"anonymous","EN","A3VU6TJGQUVYWR","During my last semester more often than not would my dedicated group of friends attending the same classes as me would band together for study guides or quiz answers. It was an efficient system, but not all of us took up the same scores or grades. Few managed to not have a passing grade at all. Thankfully I had put in the work and overall benefitted from this organization.",5,4,"If we had a question or were confused on a concept we would put our queries into our group chat. ",1,4,2,5,3,6,2,1,2,2,5,5,5,4,2,2,2,4,4,1,2,2,4,46,2,4,3,"","A3VU6TJGQUVYWR",0,3.5,2.125,4.5,1.75,"med",1
"2022-02-13 13:29:08","2022-02-13 13:38:38",0,"108.255.80.209",100,570,1,"2022-02-13 13:38:38","R_3k7mC5SPI25B8Sz","","","","",29.9199981689453,-95.5612030029297,"anonymous","EN","A26Z6YJAINSJ43","A card game with my brothers. Some of them had traps up their sleeves. ",5,2,"My younger brother hid some cards up his sleeve.",5,1,5,5,3,7,1,1,1,1,5,5,5,1,1,1,1,5,5,5,5,1,5,34,1,3,2,"","A26Z6YJAINSJ43",1,4,1,5,3,"high",1
"2022-02-13 13:33:21","2022-02-13 13:38:38",0,"136.226.72.165",100,317,1,"2022-02-13 13:38:38","R_XRs60MNmj28zCAV","","","","",42.3388061523438,-71.0726013183594,"anonymous","EN","A2DSTUFMI83TM1","At work, there was a sales contest with a cash bonus to whoever sold the most phones in a month. All of the sales reps were being very aggressive and selfish, trying anything that they could think of in order to make a sale. Multiple people even broke company policies in order to try to maximize their sales. It was a very high pressure month for everyone involved.",5,4,"They would cold call customers, which was not allowed, and some even gave away accessories for free in order to get customers to agree to make a purchase.",5,1,4,4,6,5,2,1,1,1,4,4,5,2,1,2,2,5,4,4,4,1,4,48,1,1,3,"","A2DSTUFMI83TM1",1,3.25,1.5,4.25,2.75,"high",1
"2022-02-13 13:35:18","2022-02-13 13:38:53",0,"75.68.123.209",100,214,1,"2022-02-13 13:38:53","R_cGSm0HipuWwYQnL","","","","",42.4125061035156,-71.0034027099609,"anonymous","EN","A3PPMO2Z2B348J","I have worked as an independent contractor. One of the apps I use is Amazon Flex. It is always a competition to get work and at good rates.",5,5,"People cheat by using tappers to try and get work.",5,1,5,6,2,5,2,2,3,3,4,4,5,1,1,1,1,5,4,4,2,1,5,43,2,1,3,"none","A3PPMO2Z2B348J",1,5,1.75,4.25,2,"med",1
"2022-02-13 13:29:40","2022-02-13 13:39:08",0,"68.58.233.237",100,567,1,"2022-02-13 13:39:08","R_1ptx1mQhatUBA4A","","","","",42.5579986572266,-82.9980010986328,"anonymous","EN","A25XF7JNDKL995","I was working at a food bank which delivers food to needy people.  I was part of a group of people from different organizations who helped assemble boxes of food for them to hand out.  All of us working together made a huge task get completed in a reasonable amount of time and with very few problems.",5,4,"People volunteered to help and let the non-profit decide what task they would  be assigned to do.  The workers did not fight over tasks or cause problems in completing them.  They worked together to get the job done and were focused on the task and not on themselves.",1,4,3,3,5,6,1,1,1,1,3,5,5,1,1,1,1,5,4,1,1,1,5,61,2,1,5,"","A25XF7JNDKL995",0,2.75,1,4.25,1,"low",1
"2022-02-13 13:32:31","2022-02-13 13:39:19",0,"24.33.94.197",100,407,1,"2022-02-13 13:39:19","R_wKO5wwde1f8GwyB","","","","",41.0419006347656,-81.5177993774414,"anonymous","EN","AUZ3YWTVBISNH","I remember assisting my mother with a barbecue for some visiting family members. I was tasked with setting up the grill, setting up chairs and a table. It felt very good with the amount of assistance I could offer my mother on that busy day.",5,3,"We had to set up some outdoor furniture and a charcoal grill for some guest.",1,4,1,2,4,4,2,2,1,2,3,3,5,2,2,2,2,4,4,1,1,2,4,33,1,2,3,"Thank you!","AUZ3YWTVBISNH",0,2.75,1.875,3.5,1.5,"med",1
"2022-02-13 13:28:34","2022-02-13 13:39:26",0,"70.141.182.94",100,651,1,"2022-02-13 13:39:26","R_3D7aipc6E0c3FVx","","","","",29.8303985595703,-95.3786010742188,"anonymous","EN","ACGQSBJUW66F1","I havent been in a situation at work were I had to be competitive myself. At work though, I did get to see two coworkers compete for a promotion. Things got dirty. ",5,2,"They were trying to get their sales numbers up. They knew what the other person's numbers were. ",5,1,5,5,3,6,4,3,4,4,3,4,5,3,4,4,3,3,3,2,3,3,4,27,1,3,3,"","ACGQSBJUW66F1",1,4.25,3.625,3.25,2.5,"med",1
